id;message_main_attachment_id;currency_id;company_id;group_id;root_id;create_uid;write_uid;name;code;account_type;internal_group;note;deprecated;include_initial_balance;reconcile;is_off_balance;non_trade;create_date;write_date
198;;2;5;;54048;1;1;Gastos;600000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
199;;2;5;;54049;1;1;Compra de Equipos;611000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
200;;2;5;;54049;1;1;Alquiler;612000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
201;;2;5;;54050;1;1;Comisiones bancarias;620000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
202;;2;5;;54051;1;1;Gastos Salariales;630000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
203;;2;5;;54052;1;1;Pérdida cambiaria;641000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
204;;2;5;;54052;1;1;Pérdida de diferencia de efectivo;642000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
205;;2;5;;57054;1;1;Gastos de RD;961000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
206;;2;5;;57054;1;1;Gastos de venta;962000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
207;;2;5;;49048;1;1;Cuenta por cobrar (PoS);101300;asset_receivable;asset;;false;true;true;false;false;07-07-2023;07-07-2023
208;;2;5;;54052;1;1;Pérdida de descuento en efectivo;643000;expense;expense;;false;false;false;false;false;07-07-2023;07-07-2023
209;;2;5;;52052;1;1;Ganancia de descuento en efectivo;443000;income;income;;false;false;false;false;false;07-07-2023;07-07-2023
210;;2;5;;49048;1;1;cuenta transitoria;101401;asset_current;asset;;false;true;false;false;false;07-07-2023;07-07-2023
211;;2;5;;49048;1;1;Recibos pendientes;101402;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
212;;2;5;;49048;1;1;Pagos pendientes;101403;asset_current;asset;;false;true;true;false;false;07-07-2023;07-07-2023
213;;2;5;;49048;1;1;Efectivo;101501;asset_cash;asset;;false;true;false;false;false;07-07-2023;07-07-2023
214;;2;5;;49048;1;1;Banco;101404;asset_cash;asset;;false;true;false;false;false;07-07-2023;07-07-2023
215;;2;5;;57057;1;1;Ganancias/pérdidas no distribuidas;999999;equity_unaffected;equity;;false;true;false;false;false;07-07-2023;07-07-2023
216;;2;1;;49048;2;2;Activos circulantes (copia);101010;asset_current;asset;;false;true;false;false;false;03-10-2023;03-10-2023
